"","type","RT","errorStatus","condition","subn"
"4226","go",325,0,"O","17"
"4227","go",373,0,"O","17"
"4228","go",350,0,"O","17"
"4229","nogo",2000,0,"O","17"
"4230","go",395,0,"O","17"
"4231","go",285,0,"O","17"
"4232","go",310,0,"O","17"
"4233","go",332,0,"O","17"
"4234","go",378,0,"O","17"
"4235","nogo",2000,0,"O","17"
"4236","go",373,0,"O","17"
"4237","go",358,0,"O","17"
"4238","go",355,0,"O","17"
"4239","go",339,0,"O","17"
"4240","nogo",2000,0,"O","17"
"4241","nogo",2000,0,"O","17"
"4242","go",328,0,"O","17"
"4243","nogo",2000,0,"O","17"
"4244","nogo",2000,0,"O","17"
"4245","go",596,0,"O","17"
"4246","go",375,0,"O","17"
"4247","go",356,0,"O","17"
"4248","nogo",2000,0,"O","17"
"4249","nogo",2000,0,"O","17"
"4250","go",416,0,"O","17"
"4251","go",347,0,"O","17"
"4252","go",427,0,"O","18"
"4253","nogo",2000,0,"O","18"
"4254","nogo",2000,0,"O","18"
"4255","go",288,0,"O","18"
"4256","go",400,0,"O","18"
"4257","go",320,0,"O","18"
"4258","nogo",2000,0,"O","18"
"4259","go",396,0,"O","18"
"4260","go",357,0,"O","18"
"4261","go",251,0,"O","18"
"4262","go",308,0,"O","18"
"4263","go",269,0,"O","18"
"4264","go",349,0,"O","18"
"4265","go",289,0,"O","18"
"4266","go",347,0,"O","18"
"4267","go",279,0,"O","18"
"4268","nogo",2000,0,"O","18"
"4269","go",341,0,"O","18"
"4270","nogo",2000,0,"O","18"
"4271","go",341,0,"O","18"
"4272","nogo",2000,0,"O","18"
"4273","go",423,0,"O","18"
"4274","go",256,0,"O","18"
"4275","go",242,0,"O","18"
"4276","go",244,0,"O","18"
"4277","go",275,0,"O","18"
"4278","nogo",2000,0,"O","18"
"4279","go",274,0,"O","18"
"4280","go",242,0,"O","18"
"4281","go",265,0,"O","18"
"4282","go",323,0,"O","18"
"4283","go",251,0,"O","18"
"4284","go",259,0,"O","18"
"4285","go",229,0,"O","18"
"4286","go",264,0,"O","18"
"4287","go",281,0,"O","18"
"4288","go",249,0,"O","18"
"4289","nogo",218,1,"O","18"
"4290","go",427,0,"O","18"
"4291","nogo",2000,0,"O","18"
"4292","go",334,0,"O","18"
"4293","go",306,0,"O","18"
"4294","go",249,0,"O","18"
"4295","go",258,0,"O","18"
"4296","go",269,0,"O","18"
"4297","go",301,0,"O","18"
"4298","go",252,0,"O","18"
"4299","go",269,0,"O","18"
"4300","go",270,0,"O","18"
"4301","nogo",2000,0,"O","18"
"4302","go",403,0,"O","18"
"4303","nogo",292,1,"O","18"
"4304","go",406,0,"O","18"
"4305","go",391,0,"O","18"
"4306","go",283,0,"O","18"
"4307","go",269,0,"O","18"
"4308","nogo",2000,0,"O","18"
"4309","go",321,0,"O","18"
"4310","nogo",2000,0,"O","18"
"4311","go",325,0,"O","18"
"4312","go",352,0,"O","18"
"4313","go",279,0,"O","18"
"4314","nogo",2000,0,"O","18"
"4315","nogo",2000,0,"O","18"
"4316","go",262,0,"O","18"
"4317","go",270,0,"O","18"
"4318","go",366,0,"O","18"
"4319","nogo",2000,0,"O","18"
"4320","go",339,0,"O","18"
"4321","go",292,0,"O","18"
"4322","go",237,0,"O","18"
"4323","go",279,0,"O","18"
"4324","go",255,0,"O","18"
"4325","go",435,0,"O","18"
"4326","go",251,0,"O","18"
"4327","go",285,0,"O","18"
"4328","go",325,0,"O","18"
"4329","go",299,0,"O","18"
"4330","nogo",2000,0,"O","18"
"4331","go",281,0,"O","18"
"4332","go",238,0,"O","18"
"4333","go",232,0,"O","18"
"4334","go",251,0,"O","18"
"4335","go",276,0,"O","18"
"4336","go",243,0,"O","18"
"4337","go",262,0,"O","18"
"4338","go",320,0,"O","18"
"4339","go",320,0,"O","18"
"4340","nogo",2000,0,"O","18"
"4341","go",306,0,"O","18"
"4342","go",264,0,"O","18"
"4343","go",265,0,"O","18"
"4344","go",331,0,"O","18"
"4345","go",231,0,"O","18"
"4346","go",227,0,"O","18"
"4347","go",261,0,"O","18"
"4348","nogo",2000,0,"O","18"
"4349","go",269,0,"O","18"
"4350","go",324,0,"O","18"
"4351","go",268,0,"O","18"
"4352","go",219,0,"O","18"
"4353","go",279,0,"O","18"
"4354","go",284,0,"O","18"
"4355","go",255,0,"O","18"
"4356","go",656,0,"O","18"
"4357","nogo",2000,0,"O","18"
"4358","go",382,0,"O","18"
"4359","go",264,0,"O","18"
"4360","go",233,0,"O","18"
"4361","go",211,0,"O","18"
"4362","nogo",252,1,"O","18"
"4363","go",471,0,"O","18"
"4364","go",288,0,"O","18"
"4365","go",327,0,"O","18"
"4366","go",268,0,"O","18"
"4367","go",270,0,"O","18"
"4368","go",321,0,"O","18"
"4369","go",318,0,"O","18"
"4370","go",478,0,"O","18"
"4371","go",294,0,"O","18"
"4372","go",318,0,"O","18"
"4373","go",278,0,"O","18"
"4374","go",277,0,"O","18"
"4375","go",318,0,"O","18"
"4376","go",293,0,"O","18"
"4377","go",275,0,"O","18"
"4378","go",283,0,"O","18"
"4379","go",455,0,"O","18"
"4380","nogo",2000,0,"O","18"
"4381","go",389,0,"O","18"
"4382","go",309,0,"O","18"
"4383","go",284,0,"O","18"
"4384","nogo",2000,0,"O","18"
"4385","nogo",284,1,"O","18"
"4386","go",552,0,"O","18"
"4387","nogo",2000,0,"O","18"
"4388","go",299,0,"O","18"
"4389","go",298,0,"O","18"
"4390","nogo",2000,0,"O","18"
"4391","go",350,0,"O","18"
"4392","go",291,0,"O","18"
"4393","go",317,0,"O","18"
"4394","go",344,0,"O","18"
"4395","go",303,0,"O","18"
"4396","go",295,0,"O","18"
"4397","go",311,0,"O","18"
"4398","go",309,0,"O","18"
"4399","go",253,0,"O","18"
"4400","nogo",2000,0,"O","18"
"4401","go",380,0,"O","18"
"4402","go",334,0,"O","18"
"4403","go",300,0,"O","18"
"4404","go",309,0,"O","18"
"4405","nogo",2000,0,"O","18"
"4406","go",321,0,"O","18"
"4407","go",243,0,"O","18"
"4408","go",279,0,"O","18"
"4409","go",264,0,"O","18"
"4410","go",314,0,"O","18"
"4411","nogo",256,1,"O","18"
"4412","go",393,0,"O","18"
"4413","go",294,0,"O","18"
"4414","go",298,0,"O","18"
"4415","go",310,0,"O","18"
"4416","go",250,0,"O","18"
"4417","go",647,0,"O","18"
"4418","nogo",256,1,"O","18"
"4419","go",409,0,"O","18"
"4420","go",573,0,"O","18"
"4421","nogo",2000,0,"O","18"
"4422","go",351,0,"O","18"
"4423","nogo",2000,0,"O","18"
"4424","go",408,0,"O","18"
"4425","go",347,0,"O","18"
"4426","nogo",2000,0,"O","18"
"4427","go",405,0,"O","18"
"4428","go",469,0,"O","18"
"4429","go",232,0,"O","18"
"4430","go",265,0,"O","18"
"4431","go",259,0,"O","18"
"4432","go",260,0,"O","18"
"4433","go",252,0,"O","18"
"4434","go",286,0,"O","18"
"4435","go",285,0,"O","18"
"4436","go",230,0,"O","18"
"4437","go",304,0,"O","18"
"4438","go",256,0,"O","18"
"4439","go",346,0,"O","18"
"4440","go",239,0,"O","18"
"4441","go",290,0,"O","18"
"4442","go",315,0,"O","18"
"4443","go",128,0,"O","18"
"4444","go",263,0,"O","18"
"4445","go",105,0,"O","18"
"4446","go",263,0,"O","18"
"4447","nogo",233,1,"O","18"
"4448","go",531,0,"O","18"
"4449","go",411,0,"O","18"
"4450","nogo",2000,0,"O","18"
"4451","go",354,0,"O","18"
"4452","go",277,0,"O","18"
"4453","go",270,0,"O","18"
"4454","nogo",2000,0,"O","18"
"4455","go",420,0,"O","18"
"4456","nogo",2000,0,"O","18"
"4457","go",428,0,"O","18"
"4458","go",355,0,"O","18"
"4459","nogo",306,1,"O","18"
"4460","go",440,0,"O","18"
"4461","go",308,0,"O","18"
"4462","go",314,0,"O","18"
"4463","go",328,0,"O","18"
"4464","go",343,0,"O","18"
"4465","go",381,0,"O","18"
"4466","go",459,0,"O","18"
"4467","go",293,0,"O","18"
"4468","go",306,0,"O","18"
"4469","go",317,0,"O","18"
"4470","go",306,0,"O","18"
"4471","go",338,0,"O","18"
"4472","nogo",2000,0,"O","18"
"4473","go",421,0,"O","18"
"4474","nogo",2000,0,"O","18"
"4475","go",243,0,"O","18"
"4476","go",250,0,"O","18"
"4477","go",228,0,"O","18"
"4478","go",254,0,"O","18"
"4479","nogo",2000,0,"O","18"
"4480","nogo",2000,0,"O","18"
"4481","go",423,0,"O","18"
"4482","nogo",2000,0,"O","18"
"4483","go",335,0,"O","18"
"4484","go",323,0,"O","18"
"4485","go",290,0,"O","18"
"4486","go",346,0,"O","18"
"4487","nogo",2000,0,"O","18"
"4488","go",299,0,"O","18"
"4489","go",321,0,"O","18"
"4490","go",392,0,"O","18"
"4491","go",332,0,"O","18"
"4492","nogo",2000,0,"O","18"
"4493","nogo",2000,0,"O","18"
"4494","nogo",2000,0,"O","18"
"4495","go",293,0,"O","18"
"4496","nogo",2000,0,"O","18"
"4497","go",290,0,"O","18"
"4498","nogo",2000,0,"O","18"
"4499","go",246,0,"O","18"
"4500","go",325,0,"O","18"
"4501","nogo",2000,0,"O","18"
"4502","go",586,0,"O","19"
"4503","go",381,0,"O","19"
"4504","go",298,0,"O","19"
"4505","go",323,0,"O","19"
"4506","nogo",2000,0,"O","19"
"4507","go",269,0,"O","19"
"4508","go",251,0,"O","19"
"4509","go",279,0,"O","19"
"4510","go",301,0,"O","19"
"4511","nogo",245,1,"O","19"
"4512","go",407,0,"O","19"
"4513","go",235,0,"O","19"
"4514","go",296,0,"O","19"
"4515","go",276,0,"O","19"
"4516","go",284,0,"O","19"
"4517","go",271,0,"O","19"
"4518","go",288,0,"O","19"
"4519","go",304,0,"O","19"
"4520","nogo",2000,0,"O","19"
"4521","go",298,0,"O","19"
"4522","go",282,0,"O","19"
"4523","go",273,0,"O","19"
"4524","go",282,0,"O","19"
"4525","nogo",2000,0,"O","19"
"4526","go",384,0,"O","19"
"4527","go",306,0,"O","19"
"4528","go",262,0,"O","19"
"4529","go",266,0,"O","19"
"4530","go",277,0,"O","19"
"4531","go",300,0,"O","19"
"4532","go",275,0,"O","19"
"4533","nogo",2000,0,"O","19"
"4534","go",400,0,"O","19"
"4535","go",292,0,"O","19"
"4536","go",341,0,"O","19"
"4537","go",264,0,"O","19"
"4538","nogo",266,1,"O","19"
"4539","nogo",2000,0,"O","19"
"4540","go",394,0,"O","19"
"4541","go",304,0,"O","19"
"4542","go",329,0,"O","19"
"4543","go",292,0,"O","19"
"4544","go",350,0,"O","19"
"4545","go",357,0,"O","19"
"4546","go",338,0,"O","19"
"4547","nogo",2000,0,"O","19"
"4548","nogo",2000,0,"O","19"
"4549","go",303,0,"O","19"
"4550","go",293,0,"O","19"
"4551","go",260,0,"O","19"
"4552","go",309,0,"O","19"
"4553","go",301,0,"O","19"
"4554","go",278,0,"O","19"
"4555","go",310,0,"O","19"
"4556","go",278,0,"O","19"
"4557","go",317,0,"O","19"
"4558","go",301,0,"O","19"
"4559","nogo",301,1,"O","19"
"4560","go",539,0,"O","19"
"4561","go",268,0,"O","19"
"4562","go",274,0,"O","19"
"4563","go",275,0,"O","19"
"4564","go",307,0,"O","19"
"4565","nogo",253,1,"O","19"
"4566","go",325,0,"O","19"
"4567","go",262,0,"O","19"
"4568","go",244,0,"O","19"
"4569","go",286,0,"O","19"
"4570","go",207,0,"O","19"
"4571","go",301,0,"O","19"
"4572","go",283,0,"O","19"
"4573","go",290,0,"O","19"
"4574","go",307,0,"O","19"
"4575","go",307,0,"O","19"
"4576","go",296,0,"O","19"
"4577","go",352,0,"O","19"
"4578","go",399,0,"O","19"
"4579","nogo",2000,0,"O","19"
"4580","nogo",2000,0,"O","19"
"4581","go",346,0,"O","19"
"4582","go",278,0,"O","19"
"4583","go",272,0,"O","19"
"4584","go",288,0,"O","19"
"4585","go",286,0,"O","19"
"4586","nogo",248,1,"O","19"
"4587","go",375,0,"O","19"
"4588","go",269,0,"O","19"
"4589","nogo",2000,0,"O","19"
"4590","go",275,0,"O","19"
"4591","go",248,0,"O","19"
"4592","go",293,0,"O","19"
"4593","go",286,0,"O","19"
"4594","go",291,0,"O","19"
"4595","go",301,0,"O","19"
"4596","go",381,0,"O","19"
"4597","go",337,0,"O","19"
"4598","nogo",2000,0,"O","19"
"4599","go",315,0,"O","19"
"4600","nogo",2000,0,"O","19"
"4601","go",197,0,"O","19"
"4602","go",254,0,"O","19"
"4603","go",231,0,"O","19"
"4604","nogo",2000,0,"O","19"
"4605","go",294,0,"O","19"
"4606","go",349,0,"O","19"
"4607","go",298,0,"O","19"
"4608","go",410,0,"O","19"
"4609","go",316,0,"O","19"
"4610","go",324,0,"O","19"
"4611","go",274,0,"O","19"
"4612","go",331,0,"O","19"
"4613","go",328,0,"O","19"
"4614","go",463,0,"O","19"
"4615","go",281,0,"O","19"
"4616","nogo",2000,0,"O","19"
"4617","go",318,0,"O","19"
"4618","nogo",2000,0,"O","19"
"4619","nogo",2000,0,"O","19"
"4620","nogo",2000,0,"O","19"
"4621","go",575,0,"O","19"
"4622","go",304,0,"O","19"
"4623","go",303,0,"O","19"
"4624","go",265,0,"O","19"
"4625","go",281,0,"O","19"
"4626","go",273,0,"O","19"
"4627","go",251,0,"O","19"
"4628","go",234,0,"O","19"
"4629","go",372,0,"O","19"
"4630","go",307,0,"O","19"
"4631","nogo",2000,0,"O","19"
"4632","nogo",2000,0,"O","19"
"4633","go",338,0,"O","19"
"4634","go",261,0,"O","19"
"4635","go",264,0,"O","19"
"4636","nogo",265,1,"O","19"
"4637","go",464,0,"O","19"
"4638","go",2000,1,"O","19"
"4639","go",447,0,"O","19"
"4640","go",254,0,"O","19"
"4641","nogo",2000,0,"O","19"
"4642","go",396,0,"O","19"
"4643","go",271,0,"O","19"
"4644","go",288,0,"O","19"
"4645","go",360,0,"O","19"
"4646","go",267,0,"O","19"
"4647","go",286,0,"O","19"
"4648","nogo",2000,0,"O","19"
"4649","go",379,0,"O","19"
"4650","go",253,0,"O","19"
"4651","go",262,0,"O","19"
"4652","go",327,0,"O","19"
"4653","go",308,0,"O","19"
"4654","go",324,0,"O","19"
"4655","go",315,0,"O","19"
"4656","go",316,0,"O","19"
"4657","go",418,0,"O","19"
"4658","go",364,0,"O","19"
"4659","go",313,0,"O","19"
"4660","nogo",2000,0,"O","19"
"4661","nogo",2000,0,"O","19"
"4662","go",416,0,"O","19"
"4663","go",293,0,"O","19"
"4664","go",235,0,"O","19"
"4665","go",259,0,"O","19"
"4666","go",254,0,"O","19"
"4667","go",159,0,"O","19"
"4668","nogo",2000,0,"O","19"
"4669","go",369,0,"O","19"
"4670","go",291,0,"O","19"
"4671","go",278,0,"O","19"
"4672","nogo",2000,0,"O","19"
"4673","go",1154,0,"O","19"
"4674","go",301,0,"O","19"
"4675","go",262,0,"O","19"
"4676","go",303,0,"O","19"
"4677","go",272,0,"O","19"
"4678","go",335,0,"O","19"
"4679","nogo",2000,0,"O","19"
"4680","nogo",2000,0,"O","19"
"4681","go",854,0,"O","19"
"4682","go",383,0,"O","19"
"4683","go",259,0,"O","19"
"4684","go",628,0,"O","19"
"4685","go",278,0,"O","19"
"4686","go",535,0,"O","19"
"4687","go",278,0,"O","19"
"4688","nogo",2000,0,"O","19"
"4689","go",306,0,"O","19"
"4690","go",239,0,"O","19"
"4691","go",315,0,"O","19"
"4692","nogo",2000,0,"O","19"
"4693","nogo",2000,0,"O","19"
"4694","go",353,0,"O","19"
"4695","go",275,0,"O","19"
"4696","go",268,0,"O","19"
"4697","go",127,0,"O","19"
"4698","go",300,0,"O","19"
"4699","go",222,0,"O","19"
"4700","nogo",2000,0,"O","19"
"4701","go",286,0,"O","19"
"4702","go",254,0,"O","19"
"4703","go",237,0,"O","19"
"4704","go",183,0,"O","19"
"4705","go",251,0,"O","19"
"4706","nogo",221,1,"O","19"
"4707","go",311,0,"O","19"
"4708","go",293,0,"O","19"
"4709","nogo",2000,0,"O","19"
"4710","go",379,0,"O","19"
"4711","go",269,0,"O","19"
"4712","go",295,0,"O","19"
"4713","go",389,0,"O","19"
"4714","nogo",266,1,"O","19"
"4715","go",545,0,"O","19"
"4716","go",302,0,"O","19"
"4717","go",297,0,"O","19"
"4718","go",303,0,"O","19"
"4719","go",272,0,"O","19"
"4720","nogo",2000,0,"O","19"
"4721","go",333,0,"O","19"
"4722","go",450,0,"O","19"
"4723","go",298,0,"O","19"
"4724","go",258,0,"O","19"
"4725","go",285,0,"O","19"
"4726","go",292,0,"O","19"
"4727","go",253,0,"O","19"
"4728","go",277,0,"O","19"
"4729","go",317,0,"O","19"
"4730","go",268,0,"O","19"
"4731","nogo",253,1,"O","19"
"4732","go",343,0,"O","19"
"4733","go",282,0,"O","19"
"4734","go",276,0,"O","19"
"4735","go",332,0,"O","19"
"4736","go",266,0,"O","19"
"4737","go",299,0,"O","19"
"4738","go",307,0,"O","19"
"4739","nogo",2000,0,"O","19"
"4740","go",367,0,"O","19"
"4741","nogo",2000,0,"O","19"
"4742","nogo",2000,0,"O","19"
"4743","go",449,0,"O","19"
"4744","nogo",2000,0,"O","19"
"4745","nogo",2000,0,"O","19"
"4746","nogo",2000,0,"O","19"
"4747","go",365,0,"O","19"
"4748","nogo",2000,0,"O","19"
"4749","go",357,0,"O","19"
"4750","nogo",442,1,"O","19"
"4751","go",380,0,"O","19"
"4752","go",1090,0,"O","20"
"4753","go",454,0,"O","20"
"4754","go",320,0,"O","20"
"4755","go",351,0,"O","20"
"4756","go",348,0,"O","20"
"4757","go",337,0,"O","20"
"4758","go",392,0,"O","20"
"4759","go",378,0,"O","20"
"4760","go",350,0,"O","20"
"4761","go",356,0,"O","20"
"4762","go",378,0,"O","20"
"4763","go",440,0,"O","20"
"4764","go",467,0,"O","20"
"4765","go",484,0,"O","20"
"4766","go",508,0,"O","20"
"4767","go",531,0,"O","20"
"4768","go",481,0,"O","20"
"4769","go",465,0,"O","20"
"4770","go",353,0,"O","20"
"4771","go",399,0,"O","20"
"4772","go",380,0,"O","20"
"4773","go",374,0,"O","20"
"4774","go",339,0,"O","20"
"4775","go",388,0,"O","20"
"4776","go",381,0,"O","20"
"4777","go",458,0,"O","20"
"4778","go",372,0,"O","20"
"4779","go",386,0,"O","20"
"4780","go",372,0,"O","20"
"4781","nogo",2000,0,"O","20"
"4782","go",310,0,"O","20"
"4783","go",268,0,"O","20"
"4784","nogo",2000,0,"O","20"
"4785","go",290,0,"O","20"
"4786","go",335,0,"O","20"
"4787","go",365,0,"O","20"
"4788","go",325,0,"O","20"
"4789","go",419,0,"O","20"
"4790","go",430,0,"O","20"
"4791","go",456,0,"O","20"
"4792","go",393,0,"O","20"
"4793","go",412,0,"O","20"
"4794","go",577,0,"O","20"
"4795","go",436,0,"O","20"
"4796","go",352,0,"O","20"
"4797","go",429,0,"O","20"
"4798","go",406,0,"O","20"
"4799","nogo",2000,0,"O","20"
"4800","go",257,0,"O","20"
"4801","nogo",2000,0,"O","20"
"4802","go",284,0,"O","20"
"4803","go",324,0,"O","20"
"4804","go",300,0,"O","20"
"4805","go",384,0,"O","20"
"4806","go",382,0,"O","20"
"4807","nogo",2000,0,"O","20"
"4808","go",271,0,"O","20"
"4809","go",302,0,"O","20"
"4810","go",349,0,"O","20"
"4811","go",387,0,"O","20"
"4812","go",358,0,"O","20"
"4813","go",307,0,"O","20"
"4814","go",333,0,"O","20"
"4815","go",362,0,"O","20"
"4816","go",367,0,"O","20"
"4817","go",412,0,"O","20"
"4818","go",463,0,"O","20"
"4819","go",383,0,"O","20"
"4820","go",452,0,"O","20"
"4821","go",447,0,"O","20"
"4822","go",400,0,"O","20"
"4823","go",467,0,"O","20"
"4824","go",397,0,"O","20"
"4825","go",408,0,"O","20"
"4826","go",372,0,"O","20"
"4827","go",440,0,"O","20"
"4828","nogo",2000,0,"O","20"
"4829","go",312,0,"O","20"
"4830","nogo",2000,0,"O","20"
"4831","go",288,0,"O","20"
"4832","nogo",2000,0,"O","20"
"4833","go",253,0,"O","20"
"4834","go",316,0,"O","20"
"4835","go",276,0,"O","20"
"4836","nogo",2000,0,"O","20"
"4837","nogo",2000,0,"O","20"
"4838","go",300,0,"O","20"
"4839","nogo",2000,0,"O","20"
"4840","go",393,0,"O","20"
"4841","nogo",2000,0,"O","20"
"4842","go",318,0,"O","20"
"4843","go",469,0,"O","20"
"4844","go",316,0,"O","20"
"4845","go",395,0,"O","20"
"4846","nogo",2000,0,"O","20"
"4847","go",307,0,"O","20"
"4848","go",347,0,"O","20"
"4849","go",285,0,"O","20"
"4850","go",343,0,"O","20"
"4851","go",341,0,"O","20"
"4852","go",317,0,"O","20"
"4853","go",434,0,"O","20"
"4854","go",309,0,"O","20"
"4855","go",306,0,"O","20"
"4856","go",380,0,"O","20"
"4857","go",367,0,"O","20"
"4858","go",317,0,"O","20"
"4859","go",291,0,"O","20"
"4860","go",333,0,"O","20"
"4861","go",322,0,"O","20"
"4862","nogo",2000,0,"O","20"
"4863","go",310,0,"O","20"
"4864","go",274,0,"O","20"
"4865","nogo",2000,0,"O","20"
"4866","go",278,0,"O","20"
"4867","go",271,0,"O","20"
"4868","nogo",2000,0,"O","20"
"4869","nogo",2000,0,"O","20"
"4870","nogo",2000,0,"O","20"
"4871","go",443,0,"O","20"
"4872","go",291,0,"O","20"
"4873","go",323,0,"O","20"
"4874","nogo",2000,0,"O","20"
"4875","nogo",2000,0,"O","20"
"4876","go",433,0,"O","20"
"4877","go",314,0,"O","20"
"4878","go",338,0,"O","20"
"4879","go",383,0,"O","20"
"4880","go",292,0,"O","20"
"4881","go",388,0,"O","20"
"4882","go",326,0,"O","20"
"4883","go",301,0,"O","20"
"4884","go",366,0,"O","20"
"4885","go",357,0,"O","20"
"4886","nogo",295,1,"O","20"
"4887","go",445,0,"O","20"
"4888","go",329,0,"O","20"
"4889","go",334,0,"O","20"
"4890","go",341,0,"O","20"
"4891","go",380,0,"O","20"
"4892","go",383,0,"O","20"
"4893","go",372,0,"O","20"
"4894","go",458,0,"O","20"
"4895","go",483,0,"O","20"
"4896","nogo",2000,0,"O","20"
"4897","go",375,0,"O","20"
"4898","go",314,0,"O","20"
"4899","go",385,0,"O","20"
"4900","nogo",2000,0,"O","20"
"4901","go",329,0,"O","20"
"4902","nogo",2000,0,"O","20"
"4903","go",340,0,"O","20"
"4904","nogo",2000,0,"O","20"
"4905","go",301,0,"O","20"
"4906","go",394,0,"O","20"
"4907","nogo",2000,0,"O","20"
"4908","go",293,0,"O","20"
"4909","go",402,0,"O","20"
"4910","go",349,0,"O","20"
"4911","go",378,0,"O","20"
"4912","nogo",2000,0,"O","20"
"4913","go",325,0,"O","20"
"4914","go",320,0,"O","20"
"4915","go",343,0,"O","20"
"4916","go",405,0,"O","20"
"4917","go",387,0,"O","20"
"4918","go",358,0,"O","20"
"4919","go",476,0,"O","20"
"4920","nogo",2000,0,"O","20"
"4921","go",312,0,"O","20"
"4922","nogo",2000,0,"O","20"
"4923","go",323,0,"O","20"
"4924","go",567,0,"O","20"
"4925","go",389,0,"O","20"
"4926","nogo",2000,0,"O","20"
"4927","go",342,0,"O","20"
"4928","go",400,0,"O","20"
"4929","go",350,0,"O","20"
"4930","go",394,0,"O","20"
"4931","go",437,0,"O","20"
"4932","go",450,0,"O","20"
"4933","go",436,0,"O","20"
"4934","go",496,0,"O","20"
"4935","go",483,0,"O","20"
"4936","go",413,0,"O","20"
"4937","nogo",2000,0,"O","20"
"4938","go",357,0,"O","20"
"4939","go",327,0,"O","20"
"4940","go",509,0,"O","20"
"4941","go",397,0,"O","20"
"4942","go",346,0,"O","20"
"4943","go",366,0,"O","20"
"4944","go",357,0,"O","20"
"4945","go",379,0,"O","20"
"4946","go",526,0,"O","20"
"4947","go",397,0,"O","20"
"4948","go",496,0,"O","20"
"4949","nogo",2000,0,"O","20"
"4950","go",296,0,"O","20"
"4951","go",276,0,"O","20"
"4952","go",283,0,"O","20"
"4953","nogo",269,1,"O","20"
"4954","nogo",476,1,"O","20"
"4955","go",382,0,"O","20"
"4956","go",409,0,"O","20"
"4957","go",340,0,"O","20"
"4958","nogo",2000,0,"O","20"
"4959","go",336,0,"O","20"
"4960","nogo",2000,0,"O","20"
"4961","nogo",2000,0,"O","20"
"4962","nogo",2000,0,"O","20"
"4963","go",512,0,"O","20"
"4964","go",566,0,"O","20"
"4965","go",347,0,"O","20"
"4966","go",376,0,"O","20"
"4967","go",379,0,"O","20"
"4968","go",352,0,"O","20"
"4969","go",368,0,"O","20"
"4970","go",405,0,"O","20"
"4971","go",464,0,"O","20"
"4972","nogo",2000,0,"O","20"
"4973","go",358,0,"O","20"
"4974","go",417,0,"O","20"
"4975","nogo",2000,0,"O","20"
"4976","go",313,0,"O","20"
"4977","go",336,0,"O","20"
"4978","go",333,0,"O","20"
"4979","nogo",2000,0,"O","20"
"4980","nogo",2000,0,"O","20"
"4981","go",403,0,"O","20"
"4982","go",293,0,"O","20"
"4983","nogo",2000,0,"O","20"
"4984","go",730,0,"O","20"
"4985","nogo",2000,0,"O","20"
"4986","go",316,0,"O","20"
"4987","go",474,0,"O","20"
"4988","nogo",2000,0,"O","20"
"4989","go",477,0,"O","20"
"4990","go",300,0,"O","20"
"4991","go",380,0,"O","20"
"4992","nogo",2000,0,"O","20"
"4993","nogo",2000,0,"O","20"
"4994","go",377,0,"O","20"
"4995","nogo",315,1,"O","20"
"4996","go",401,0,"O","20"
"4997","go",375,0,"O","20"
"4998","go",404,0,"O","20"
"4999","go",359,0,"O","20"
"5000","nogo",2000,0,"O","20"
"5001","nogo",2000,0,"O","20"
"5002","go",433,0,"O","21"
"5003","go",364,0,"O","21"
"5004","go",260,0,"O","21"
"5005","go",285,0,"O","21"
"5006","go",270,0,"O","21"
"5007","nogo",2000,0,"O","21"
"5008","nogo",2000,0,"O","21"
"5009","go",334,0,"O","21"
"5010","go",251,0,"O","21"
"5011","go",277,0,"O","21"
"5012","go",259,0,"O","21"
"5013","go",254,0,"O","21"
"5014","go",265,0,"O","21"
"5015","go",273,0,"O","21"
